               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 318,            0.028943,           0.0086327,            0.013218,             0.55937,             0.56483,             0.56669,             0.36071,            0.025536,           0.0048901,            0.019786,           0.0019228,           0.0019228,           0.0019228
                 319,            0.029463,           0.0088073,            0.013466,             0.56008,             0.56243,             0.56535,             0.35999,            0.025537,            0.004891,            0.019785,           0.0019014,           0.0019014,           0.0019014
                 320,            0.029132,           0.0087394,            0.013216,             0.56213,             0.56127,             0.56646,             0.36046,            0.025532,            0.004891,            0.019782,           0.0018803,           0.0018803,           0.0018803
                 321,             0.02938,           0.0087484,            0.013446,             0.56463,             0.56037,             0.56691,             0.36099,            0.025528,           0.0048916,            0.019787,           0.0018594,           0.0018594,           0.0018594
                 322,            0.029461,           0.0087223,            0.013215,             0.56754,             0.55746,             0.56787,             0.36151,             0.02552,           0.0048924,            0.019785,           0.0018388,           0.0018388,           0.0018388
                 323,            0.029095,           0.0086703,            0.013605,             0.56809,             0.55751,             0.56836,             0.36186,            0.025514,            0.004893,            0.019788,           0.0018183,           0.0018183,           0.0018183
                 324,            0.029112,           0.0087556,            0.013646,             0.56533,              0.5594,             0.56808,             0.36122,            0.025513,           0.0048935,            0.019791,           0.0017981,           0.0017981,           0.0017981
                 325,            0.029026,           0.0086307,            0.013492,             0.56566,             0.55951,             0.56947,              0.3622,             0.02551,           0.0048944,            0.019797,           0.0017781,           0.0017781,           0.0017781
                 326,            0.029346,           0.0087255,            0.013568,             0.56547,             0.55981,             0.56962,             0.36246,            0.025512,           0.0048952,            0.019798,           0.0017584,           0.0017584,           0.0017584
                 327,            0.029245,           0.0087939,            0.013746,             0.55809,             0.56883,             0.57025,             0.36296,            0.025514,           0.0048956,            0.019796,           0.0017389,           0.0017389,           0.0017389
                 328,             0.02911,           0.0085335,            0.013285,             0.55982,             0.56891,             0.57026,             0.36289,            0.025517,           0.0048962,            0.019797,           0.0017196,           0.0017196,           0.0017196
                 329,            0.029319,           0.0086917,            0.013387,             0.56088,             0.56833,             0.56959,             0.36229,            0.025517,           0.0048968,            0.019798,           0.0017005,           0.0017005,           0.0017005
                 330,            0.028931,           0.0086755,            0.013121,             0.56109,             0.56664,             0.56987,             0.36277,            0.025515,           0.0048969,            0.019798,           0.0016817,           0.0016817,           0.0016817
                 331,              0.0292,           0.0087215,            0.013001,             0.55975,             0.56814,             0.57006,              0.3632,            0.025514,            0.004898,            0.019804,           0.0016631,           0.0016631,           0.0016631
                 332,            0.029015,           0.0087115,            0.013236,             0.56122,             0.56734,             0.56995,             0.36328,            0.025515,           0.0048984,            0.019814,           0.0016448,           0.0016448,           0.0016448
                 333,            0.028824,           0.0086971,            0.012831,             0.55993,             0.56698,             0.56986,             0.36326,            0.025516,           0.0048983,            0.019822,           0.0016267,           0.0016267,           0.0016267
                 334,            0.028886,           0.0086457,            0.013208,             0.55676,             0.57257,             0.57087,             0.36387,            0.025518,           0.0048987,            0.019829,           0.0016088,           0.0016088,           0.0016088
                 335,            0.028994,           0.0086689,            0.012976,              0.5563,             0.57429,             0.57161,             0.36452,            0.025519,           0.0048991,            0.019837,           0.0015912,           0.0015912,           0.0015912
                 336,            0.029128,           0.0086999,            0.012936,             0.55502,             0.57525,             0.57131,             0.36419,            0.025519,           0.0048997,            0.019837,           0.0015738,           0.0015738,           0.0015738
                 337,            0.028947,            0.008621,            0.013516,             0.55469,             0.57556,             0.57186,             0.36466,            0.025515,           0.0049005,            0.019846,           0.0015566,           0.0015566,           0.0015566
                 338,            0.029085,           0.0085359,            0.012857,             0.54383,             0.57605,             0.57208,             0.36513,            0.025513,           0.0049013,             0.01985,           0.0015397,           0.0015397,           0.0015397
                 339,            0.028987,           0.0087293,            0.012622,             0.54426,             0.57684,             0.57258,             0.36541,            0.025511,           0.0049026,            0.019856,           0.0015231,           0.0015231,           0.0015231
                 340,            0.028981,           0.0085941,            0.012384,             0.54275,              0.5779,             0.57174,             0.36447,             0.02551,           0.0049036,            0.019857,           0.0015066,           0.0015066,           0.0015066
                 341,            0.028727,           0.0084905,            0.012599,             0.54265,             0.57809,             0.57134,             0.36379,             0.02551,           0.0049049,            0.019856,           0.0014905,           0.0014905,           0.0014905
                 342,            0.028752,           0.0085672,              0.0121,             0.54554,              0.5791,             0.57221,             0.36446,            0.025511,           0.0049057,            0.019852,           0.0014745,           0.0014745,           0.0014745
                 343,            0.028767,           0.0085872,            0.012313,             0.54585,             0.57951,             0.57227,             0.36428,            0.025512,           0.0049071,            0.019848,           0.0014589,           0.0014589,           0.0014589
                 344,            0.028763,           0.0085379,            0.012579,             0.54521,             0.57962,             0.57234,              0.3645,            0.025509,            0.004908,            0.019847,           0.0014435,           0.0014435,           0.0014435
                 345,            0.028803,           0.0086373,            0.012526,              0.5441,             0.57927,             0.57258,             0.36474,            0.025507,           0.0049101,            0.019843,           0.0014283,           0.0014283,           0.0014283
                 346,              0.0287,           0.0085498,            0.012313,             0.55184,             0.57428,             0.57084,             0.36361,            0.025508,           0.0049116,            0.019851,           0.0014134,           0.0014134,           0.0014134
                 347,            0.028979,           0.0085504,            0.012426,             0.55483,             0.57273,             0.57096,             0.36337,            0.025509,           0.0049132,            0.019856,           0.0013987,           0.0013987,           0.0013987
                 348,            0.028484,           0.0084977,            0.012529,             0.55403,             0.57266,             0.57095,             0.36328,             0.02551,           0.0049149,            0.019857,           0.0013843,           0.0013843,           0.0013843
                 349,            0.028707,           0.0085731,            0.012327,             0.55212,             0.57368,             0.57077,             0.36243,            0.025509,           0.0049164,            0.019861,           0.0013701,           0.0013701,           0.0013701
                 350,            0.028577,             0.00859,            0.012357,             0.55092,             0.57466,             0.57093,             0.36254,            0.025509,           0.0049179,            0.019863,           0.0013562,           0.0013562,           0.0013562
                 351,            0.028652,           0.0085655,            0.012575,             0.55182,             0.57441,             0.57082,             0.36219,            0.025512,           0.0049192,            0.019871,           0.0013425,           0.0013425,           0.0013425
                 352,            0.028567,            0.008461,            0.012455,             0.55275,             0.57394,             0.57043,             0.36181,            0.025511,           0.0049215,            0.019881,           0.0013291,           0.0013291,           0.0013291
                 353,            0.028423,           0.0084701,            0.012201,             0.55508,              0.5727,             0.57016,             0.36181,            0.025514,           0.0049233,            0.019889,            0.001316,            0.001316,            0.001316
                 354,            0.028534,           0.0084384,             0.01209,             0.56932,             0.56997,             0.57017,             0.36185,            0.025517,           0.0049251,            0.019887,           0.0013031,           0.0013031,           0.0013031
                 355,            0.028307,            0.008454,            0.011945,             0.57347,             0.56517,             0.56942,              0.3617,            0.025519,           0.0049264,            0.019886,           0.0012905,           0.0012905,           0.0012905
                 356,             0.02831,           0.0084658,             0.01238,             0.57694,             0.56337,             0.57022,               0.362,            0.025518,            0.004928,            0.019884,           0.0012781,           0.0012781,           0.0012781
                 357,             0.02842,            0.008479,            0.012046,             0.57728,             0.56305,             0.56937,             0.36156,            0.025515,           0.0049298,            0.019886,            0.001266,            0.001266,            0.001266
                 358,            0.028709,           0.0084274,            0.011988,             0.58042,             0.55589,             0.56966,             0.36172,            0.025515,           0.0049312,            0.019881,           0.0012542,           0.0012542,           0.0012542
                 359,            0.028634,           0.0085437,            0.011945,              0.5807,             0.55631,             0.56957,             0.36187,            0.025515,           0.0049323,            0.019871,           0.0012426,           0.0012426,           0.0012426
                 360,            0.028284,           0.0085196,            0.011922,              0.5814,             0.55736,             0.56943,             0.36169,            0.025515,           0.0049341,            0.019867,           0.0012313,           0.0012313,           0.0012313
                 361,            0.028352,           0.0084454,            0.011997,             0.58103,             0.55737,             0.56895,             0.36175,            0.025513,           0.0049359,            0.019869,           0.0012202,           0.0012202,           0.0012202
                 362,             0.02858,           0.0084188,             0.01217,             0.56483,             0.56764,             0.56897,             0.36156,            0.025515,           0.0049379,            0.019878,           0.0012095,           0.0012095,           0.0012095
                 363,            0.028745,            0.008413,            0.012109,             0.58131,             0.55518,             0.56876,             0.36153,            0.025513,           0.0049396,            0.019886,           0.0011989,           0.0011989,           0.0011989
                 364,            0.028483,           0.0084226,            0.011845,             0.56721,             0.55742,             0.56917,             0.36147,            0.025512,           0.0049415,            0.019888,           0.0011887,           0.0011887,           0.0011887
                 365,            0.028575,           0.0083445,            0.011985,             0.56912,              0.5601,             0.56884,             0.36162,            0.025508,           0.0049435,            0.019894,           0.0011787,           0.0011787,           0.0011787
                 366,            0.028432,           0.0083061,            0.012007,             0.57118,             0.55691,             0.56822,             0.36135,            0.025509,            0.004946,            0.019894,            0.001169,            0.001169,            0.001169
                 367,            0.028317,           0.0082968,            0.012134,             0.56455,             0.56868,             0.56805,             0.36118,            0.025505,           0.0049489,            0.019894,           0.0011595,           0.0011595,           0.0011595
                 368,            0.028177,            0.008285,            0.011632,             0.56338,              0.5689,             0.56753,             0.36071,            0.025503,            0.004951,            0.019895,           0.0011503,           0.0011503,           0.0011503
                 369,            0.028211,           0.0083258,            0.011967,              0.5611,             0.56925,             0.56724,             0.36028,            0.025504,            0.004953,            0.019901,           0.0011414,           0.0011414,           0.0011414
                 370,            0.028335,           0.0083625,            0.012224,             0.56272,             0.56889,             0.56736,             0.36026,            0.025503,           0.0049549,            0.019902,           0.0011327,           0.0011327,           0.0011327
                 371,            0.027955,           0.0083495,            0.011927,              0.5604,             0.56836,             0.56711,             0.36027,            0.025502,            0.004957,            0.019904,           0.0011243,           0.0011243,           0.0011243
                 372,            0.028349,           0.0083612,            0.012123,             0.55894,             0.56717,             0.56712,             0.36024,            0.025496,           0.0049592,            0.019904,           0.0011162,           0.0011162,           0.0011162
                 373,             0.02834,           0.0083055,            0.011694,             0.55712,             0.56707,             0.56681,             0.36025,            0.025494,           0.0049617,            0.019903,           0.0011084,           0.0011084,           0.0011084
                 374,            0.028031,           0.0083846,            0.011852,             0.56124,             0.56415,             0.56657,             0.36007,            0.025495,           0.0049638,            0.019911,           0.0011008,           0.0011008,           0.0011008
                 375,            0.027983,           0.0084055,            0.012033,             0.56228,             0.56452,             0.56647,             0.36002,            0.025499,           0.0049659,            0.019923,           0.0010935,           0.0010935,           0.0010935
                 376,            0.028068,           0.0083416,            0.011887,             0.56061,             0.56575,             0.56706,              0.3603,              0.0255,           0.0049685,            0.019937,           0.0010865,           0.0010865,           0.0010865
                 377,            0.027918,           0.0082213,            0.011192,             0.56218,             0.56518,              0.5667,             0.36019,            0.025506,           0.0049709,            0.019948,           0.0010797,           0.0010797,           0.0010797
                 378,            0.028017,           0.0083124,            0.011545,             0.56277,              0.5651,             0.56628,             0.36006,            0.025508,           0.0049728,            0.019961,           0.0010732,           0.0010732,           0.0010732
                 379,            0.028036,           0.0083889,            0.011379,             0.56224,             0.56716,             0.56745,             0.36078,            0.025517,           0.0049747,            0.019968,            0.001067,            0.001067,            0.001067
                 380,            0.028168,           0.0083339,            0.011571,             0.56302,             0.56665,             0.56729,             0.36058,            0.025525,            0.004977,            0.019977,           0.0010611,           0.0010611,           0.0010611
                 381,            0.027788,           0.0082629,            0.011402,              0.5491,             0.56793,             0.56725,             0.36039,            0.025531,           0.0049794,            0.019981,           0.0010554,           0.0010554,           0.0010554
                 382,            0.027837,           0.0081869,            0.011323,             0.54882,             0.56797,             0.56722,             0.36024,             0.02553,           0.0049823,            0.019986,             0.00105,             0.00105,             0.00105
                 383,            0.028152,           0.0084059,            0.011584,             0.55278,             0.56615,               0.567,             0.36016,            0.025528,           0.0049854,            0.019995,           0.0010449,           0.0010449,           0.0010449
                 384,            0.027885,           0.0083449,            0.011873,             0.55319,             0.56485,             0.56651,             0.35968,            0.025527,           0.0049883,            0.020004,           0.0010401,           0.0010401,           0.0010401
                 385,            0.027893,           0.0083094,            0.011723,             0.55334,              0.5653,             0.56658,             0.35962,            0.025524,           0.0049909,            0.020014,           0.0010355,           0.0010355,           0.0010355
                 386,            0.028087,           0.0082402,             0.01157,             0.55323,              0.5648,             0.56659,              0.3595,            0.025522,           0.0049937,             0.02002,           0.0010312,           0.0010312,           0.0010312
                 387,            0.028179,           0.0083764,            0.011126,             0.55074,             0.56613,             0.56657,             0.35931,            0.025522,           0.0049964,             0.02003,           0.0010272,           0.0010272,           0.0010272
                 388,            0.028207,             0.00839,            0.011362,             0.55175,             0.56633,             0.56667,              0.3594,            0.025518,           0.0049989,            0.020035,           0.0010234,           0.0010234,           0.0010234
                 389,            0.027861,           0.0081566,            0.011523,             0.54421,              0.5712,             0.56727,             0.36029,            0.025519,           0.0050018,            0.020046,             0.00102,             0.00102,             0.00102
                 390,            0.028089,           0.0082675,              0.0115,             0.54492,             0.57091,             0.56718,             0.36029,            0.025519,            0.005005,            0.020061,           0.0010168,           0.0010168,           0.0010168
                 391,            0.027837,           0.0082089,            0.011232,             0.54162,             0.57203,             0.56707,             0.36019,            0.025519,           0.0050081,            0.020073,           0.0010139,           0.0010139,           0.0010139
                 392,            0.028049,           0.0082669,            0.011393,             0.54337,             0.57117,              0.5671,             0.36027,             0.02552,            0.005011,            0.020082,           0.0010112,           0.0010112,           0.0010112
                 393,            0.027968,           0.0083097,            0.011389,             0.53779,             0.57727,             0.56741,             0.36021,            0.025525,           0.0050139,            0.020095,           0.0010089,           0.0010089,           0.0010089
                 394,             0.02779,           0.0083114,            0.011228,             0.53715,             0.57796,             0.56744,             0.36015,            0.025527,           0.0050163,            0.020105,           0.0010068,           0.0010068,           0.0010068
                 395,             0.02797,           0.0082033,            0.011096,             0.53669,             0.57882,             0.56714,             0.35954,            0.025536,           0.0050189,            0.020116,            0.001005,            0.001005,            0.001005
                 396,             0.02794,           0.0083182,            0.011324,             0.53895,             0.57685,             0.56686,             0.35954,             0.02554,           0.0050218,            0.020122,           0.0010035,           0.0010035,           0.0010035
                 397,            0.027933,           0.0082126,            0.010814,             0.54013,              0.5759,             0.56659,             0.35898,            0.025543,           0.0050239,            0.020127,           0.0010022,           0.0010022,           0.0010022
                 398,            0.027803,           0.0083085,            0.011204,             0.54195,             0.57446,              0.5667,             0.35906,            0.025544,           0.0050253,            0.020133,           0.0010012,           0.0010012,           0.0010012
                 399,            0.027962,           0.0082737,            0.011449,             0.54112,             0.57419,             0.56654,             0.35903,            0.025552,           0.0050275,            0.020143,           0.0010006,           0.0010006,           0.0010006
