               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 158,            0.033019,            0.010027,            0.021524,             0.47223,             0.49015,             0.47404,             0.28879,            0.025897,           0.0049762,            0.021294,            0.006991,            0.006991,            0.006991
                 159,            0.032382,            0.010089,            0.021107,             0.47121,             0.49312,             0.47474,             0.28979,            0.025903,           0.0049772,            0.021288,           0.0069576,           0.0069576,           0.0069576
                 160,            0.032241,            0.010005,              0.0202,             0.47366,             0.49198,             0.47467,             0.28966,            0.025911,           0.0049786,            0.021284,           0.0069241,           0.0069241,           0.0069241
                 161,            0.032514,            0.010105,            0.021122,             0.47213,             0.49264,              0.4751,             0.29015,            0.025913,           0.0049792,            0.021277,           0.0068906,           0.0068906,           0.0068906
                 162,            0.032479,             0.01008,            0.021072,             0.46917,             0.49597,             0.47556,             0.29027,            0.025919,           0.0049797,            0.021263,           0.0068569,           0.0068569,           0.0068569
                 163,            0.032684,            0.010076,            0.021365,             0.47363,              0.4934,             0.47565,             0.29058,            0.025924,             0.00498,             0.02125,           0.0068232,           0.0068232,           0.0068232
                 164,            0.032612,            0.010187,            0.020752,             0.47082,             0.49587,             0.47626,             0.29098,             0.02593,           0.0049801,            0.021248,           0.0067894,           0.0067894,           0.0067894
                 165,            0.032772,           0.0099643,            0.020245,             0.47282,             0.49408,             0.47622,             0.29122,            0.025939,           0.0049806,            0.021233,           0.0067555,           0.0067555,           0.0067555
                 166,            0.031971,           0.0099808,            0.020984,             0.47259,             0.49754,             0.47791,             0.29251,            0.025948,           0.0049811,            0.021226,           0.0067215,           0.0067215,           0.0067215
                 167,            0.031978,            0.010086,            0.020461,             0.47289,             0.49997,             0.47888,             0.29306,            0.025955,            0.004982,            0.021215,           0.0066874,           0.0066874,           0.0066874
                 168,            0.032234,            0.010034,            0.020569,             0.47503,             0.49764,             0.47845,             0.29282,             0.02596,           0.0049817,            0.021219,           0.0066533,           0.0066533,           0.0066533
                 169,            0.032329,           0.0098625,            0.020552,             0.47414,             0.49811,             0.47911,             0.29333,            0.025971,           0.0049826,            0.021212,           0.0066191,           0.0066191,           0.0066191
                 170,            0.032185,            0.010035,            0.020268,             0.47454,             0.49737,             0.47951,             0.29364,            0.025983,           0.0049828,            0.021213,           0.0065848,           0.0065848,           0.0065848
                 171,            0.032556,           0.0099916,            0.021026,             0.47368,             0.49972,             0.47953,             0.29389,            0.025989,           0.0049834,            0.021214,           0.0065505,           0.0065505,           0.0065505
                 172,             0.03212,            0.010017,            0.020442,             0.47385,             0.49861,             0.47966,             0.29399,            0.025993,           0.0049826,            0.021214,           0.0065161,           0.0065161,           0.0065161
                 173,            0.032452,           0.0099065,            0.020763,             0.47352,             0.50329,             0.48076,             0.29459,            0.025992,           0.0049827,            0.021203,           0.0064816,           0.0064816,           0.0064816
                 174,            0.032151,           0.0098956,            0.020428,             0.47601,               0.501,              0.4811,             0.29492,            0.025996,           0.0049835,            0.021179,           0.0064471,           0.0064471,           0.0064471
                 175,            0.032059,           0.0099834,            0.020673,             0.47644,             0.50117,             0.48065,             0.29508,            0.025998,            0.004984,            0.021166,           0.0064125,           0.0064125,           0.0064125
                 176,            0.032339,           0.0099295,            0.020244,             0.47727,             0.50097,             0.48154,             0.29542,            0.026008,           0.0049855,             0.02115,           0.0063779,           0.0063779,           0.0063779
                 177,            0.032238,            0.010046,            0.020304,             0.47682,             0.50348,             0.48167,              0.2954,             0.02601,           0.0049867,            0.021134,           0.0063432,           0.0063432,           0.0063432
                 178,            0.032072,           0.0098766,            0.019628,             0.47031,             0.51246,             0.48393,             0.29699,             0.02602,           0.0049861,            0.021128,           0.0063085,           0.0063085,           0.0063085
                 179,            0.031864,            0.009947,            0.019672,             0.47063,             0.51364,             0.48464,             0.29793,            0.026023,           0.0049863,            0.021108,           0.0062737,           0.0062737,           0.0062737
                 180,            0.032412,           0.0099406,            0.020018,             0.47102,             0.51431,             0.48528,             0.29859,            0.026034,           0.0049855,            0.021098,           0.0062388,           0.0062388,           0.0062388
                 181,            0.032466,           0.0098748,            0.020114,             0.47339,             0.51508,             0.48584,             0.29908,            0.026035,           0.0049852,            0.021094,            0.006204,            0.006204,            0.006204
                 182,            0.032183,           0.0099767,             0.01999,             0.47484,             0.51199,             0.48585,             0.29904,            0.026025,            0.004985,            0.021066,            0.006169,            0.006169,            0.006169
                 183,            0.032148,           0.0098764,            0.020383,             0.47528,             0.51447,             0.48624,             0.29923,            0.026017,           0.0049841,            0.021032,           0.0061341,           0.0061341,           0.0061341
                 184,            0.032425,           0.0099368,            0.019948,             0.47592,             0.51469,             0.48651,             0.29926,            0.026015,           0.0049839,            0.021012,            0.006099,            0.006099,            0.006099
                 185,            0.031753,           0.0098492,            0.019897,             0.47536,             0.51563,             0.48545,             0.29918,            0.026017,           0.0049828,            0.020989,            0.006064,            0.006064,            0.006064
                 186,            0.032302,           0.0099357,             0.01977,             0.47551,             0.51605,             0.48602,             0.29972,            0.026023,           0.0049815,            0.020966,           0.0060289,           0.0060289,           0.0060289
                 187,            0.031998,           0.0099053,            0.019269,             0.47749,             0.51704,             0.48506,             0.29882,            0.026017,           0.0049816,            0.020943,           0.0059938,           0.0059938,           0.0059938
                 188,            0.032166,           0.0098263,            0.019201,             0.48189,             0.51463,             0.48638,             0.30005,            0.026014,           0.0049804,            0.020937,           0.0059587,           0.0059587,           0.0059587
                 189,            0.032082,           0.0098871,            0.019839,              0.4803,             0.51704,             0.48719,             0.30078,            0.026006,           0.0049792,            0.020914,           0.0059235,           0.0059235,           0.0059235
                 190,            0.031957,           0.0099604,            0.019327,             0.48083,             0.51732,             0.48741,             0.30084,            0.026004,           0.0049779,            0.020895,           0.0058883,           0.0058883,           0.0058883
                 191,            0.031967,           0.0098752,            0.019954,             0.48265,             0.51605,             0.48774,             0.30123,            0.025998,           0.0049776,            0.020874,           0.0058531,           0.0058531,           0.0058531
                 192,            0.032311,           0.0099022,            0.019749,             0.48239,              0.5204,             0.48894,             0.30177,            0.025995,            0.004978,            0.020856,           0.0058178,           0.0058178,           0.0058178
                 193,            0.031675,           0.0098071,             0.01962,             0.47923,             0.52463,             0.48964,             0.30241,            0.025992,           0.0049771,            0.020834,           0.0057826,           0.0057826,           0.0057826
                 194,            0.032068,           0.0098292,            0.019267,             0.48002,             0.52561,             0.49061,             0.30308,            0.025996,           0.0049763,            0.020821,           0.0057473,           0.0057473,           0.0057473
                 195,            0.032076,            0.009783,            0.019492,             0.48228,             0.52367,             0.49152,             0.30366,            0.026001,           0.0049754,            0.020798,            0.005712,            0.005712,            0.005712
                 196,            0.031888,           0.0098165,             0.01947,             0.48419,             0.52127,             0.49194,             0.30406,            0.026007,           0.0049742,            0.020763,           0.0056767,           0.0056767,           0.0056767
                 197,            0.032206,           0.0098141,             0.01941,             0.48656,              0.5202,             0.49209,             0.30425,            0.026005,           0.0049734,            0.020742,           0.0056413,           0.0056413,           0.0056413
                 198,            0.032034,           0.0097556,            0.019025,              0.4836,             0.51927,             0.49258,             0.30438,            0.026002,           0.0049733,            0.020721,            0.005606,            0.005606,            0.005606
                 199,            0.031845,           0.0097345,            0.018932,             0.48149,             0.52389,              0.4934,             0.30482,            0.026007,           0.0049727,            0.020702,           0.0055707,           0.0055707,           0.0055707
                 200,            0.031848,            0.009756,             0.01912,             0.47765,             0.52704,             0.49411,             0.30528,            0.026011,           0.0049729,            0.020683,           0.0055353,           0.0055353,           0.0055353
                 201,            0.031918,            0.009686,            0.018846,             0.48093,             0.52967,             0.49417,             0.30565,            0.026011,           0.0049721,            0.020658,              0.0055,              0.0055,              0.0055
                 202,            0.031751,           0.0097514,            0.019101,             0.47826,             0.52747,             0.49473,             0.30613,            0.026013,            0.004972,            0.020645,           0.0054647,           0.0054647,           0.0054647
                 203,            0.031693,           0.0097778,            0.019028,             0.47808,             0.52808,             0.49538,             0.30638,            0.026017,           0.0049714,            0.020634,           0.0054293,           0.0054293,           0.0054293
                 204,            0.031547,           0.0097798,            0.019066,              0.4792,             0.53147,             0.49564,             0.30663,            0.026018,           0.0049699,            0.020628,            0.005394,            0.005394,            0.005394
                 205,            0.031868,           0.0098257,            0.018675,             0.48225,             0.53826,             0.49735,             0.30752,            0.026016,           0.0049689,            0.020609,           0.0053587,           0.0053587,           0.0053587
                 206,            0.031861,           0.0096577,            0.018745,             0.48228,              0.5349,             0.49861,             0.30914,            0.026016,            0.004967,              0.0206,           0.0053233,           0.0053233,           0.0053233
                 207,            0.032033,           0.0096737,            0.018838,             0.48199,             0.53543,             0.49891,             0.30964,            0.026011,           0.0049672,            0.020592,            0.005288,            0.005288,            0.005288
                 208,            0.031807,           0.0097076,            0.019265,             0.48219,             0.53602,             0.49911,             0.30936,            0.026007,           0.0049659,             0.02059,           0.0052527,           0.0052527,           0.0052527
                 209,            0.031894,           0.0097757,            0.019092,             0.48183,             0.53631,             0.49975,              0.3098,            0.025996,           0.0049645,            0.020591,           0.0052174,           0.0052174,           0.0052174
                 210,            0.031884,           0.0097378,            0.018502,             0.48037,             0.53671,             0.50009,             0.31014,            0.025995,           0.0049633,            0.020596,           0.0051822,           0.0051822,           0.0051822
                 211,             0.03212,           0.0097025,            0.018842,              0.4821,             0.53631,             0.50068,             0.31043,             0.02599,            0.004962,            0.020603,           0.0051469,           0.0051469,           0.0051469
                 212,            0.032176,            0.009741,            0.018856,             0.48158,             0.53622,             0.50162,             0.31106,            0.025993,           0.0049616,            0.020609,           0.0051117,           0.0051117,           0.0051117
                 213,            0.031567,           0.0096741,            0.018617,             0.48366,             0.53553,             0.50223,             0.31133,            0.025992,           0.0049609,             0.02061,           0.0050765,           0.0050765,           0.0050765
                 214,            0.032188,           0.0098136,            0.018659,             0.48687,              0.5335,             0.50275,             0.31157,            0.025996,           0.0049598,            0.020601,           0.0050413,           0.0050413,           0.0050413
                 215,            0.031976,            0.009706,            0.019052,             0.48682,               0.533,             0.50338,              0.3124,            0.026002,           0.0049591,            0.020582,           0.0050062,           0.0050062,           0.0050062
                 216,            0.031829,           0.0096366,            0.018777,             0.48913,             0.53084,             0.50455,             0.31295,            0.026006,           0.0049591,            0.020572,           0.0049711,           0.0049711,           0.0049711
                 217,            0.031587,            0.009731,             0.01837,             0.48885,             0.53177,             0.50466,             0.31304,            0.026007,           0.0049572,            0.020574,            0.004936,            0.004936,            0.004936
                 218,            0.031846,            0.009731,             0.01885,             0.48938,             0.53254,             0.50564,             0.31389,             0.02601,           0.0049556,            0.020566,            0.004901,            0.004901,            0.004901
                 219,            0.031618,           0.0096273,            0.018441,             0.49209,             0.53255,             0.50534,             0.31341,            0.026011,           0.0049546,            0.020547,           0.0048659,           0.0048659,           0.0048659
                 220,            0.031756,           0.0095683,            0.018038,             0.49205,             0.53356,             0.50671,             0.31431,            0.026011,           0.0049538,            0.020544,            0.004831,            0.004831,            0.004831
                 221,            0.031545,           0.0095999,            0.018279,             0.49632,              0.5329,             0.50796,             0.31537,            0.026012,           0.0049527,            0.020538,            0.004796,            0.004796,            0.004796
                 222,            0.031424,            0.009635,            0.018072,             0.49704,             0.53206,             0.50809,             0.31557,            0.026002,            0.004951,             0.02052,           0.0047612,           0.0047612,           0.0047612
                 223,             0.03145,           0.0096158,            0.017902,             0.49858,             0.53194,             0.50827,             0.31561,            0.025999,           0.0049499,            0.020502,           0.0047263,           0.0047263,           0.0047263
                 224,            0.031435,           0.0095541,             0.01809,             0.49897,             0.53763,             0.51106,             0.31774,               0.026,           0.0049493,            0.020484,           0.0046915,           0.0046915,           0.0046915
                 225,            0.031321,           0.0095757,            0.018234,             0.50044,             0.53578,             0.51319,             0.31918,            0.025999,           0.0049477,            0.020458,           0.0046568,           0.0046568,           0.0046568
                 226,            0.031692,           0.0094808,            0.018128,              0.5016,             0.53577,             0.51399,              0.3198,            0.025996,           0.0049462,            0.020426,           0.0046221,           0.0046221,           0.0046221
                 227,            0.031492,            0.009679,            0.017903,              0.5027,             0.53708,             0.51467,             0.32012,            0.025998,           0.0049448,            0.020397,           0.0045875,           0.0045875,           0.0045875
                 228,            0.031475,           0.0094968,            0.018169,             0.50413,             0.53859,             0.51553,             0.32064,            0.025998,           0.0049431,            0.020379,           0.0045529,           0.0045529,           0.0045529
                 229,            0.031141,            0.009518,             0.01826,             0.50592,             0.54028,             0.51611,             0.32109,            0.026003,           0.0049414,            0.020356,           0.0045184,           0.0045184,           0.0045184
                 230,            0.031283,           0.0095351,            0.017787,             0.50809,             0.53831,             0.51685,             0.32162,            0.026001,           0.0049402,            0.020337,           0.0044839,           0.0044839,           0.0044839
                 231,             0.03125,           0.0094859,            0.017987,             0.50573,             0.54512,             0.51757,             0.32225,            0.025993,           0.0049391,             0.02032,           0.0044495,           0.0044495,           0.0044495
                 232,            0.031381,           0.0095332,            0.017641,             0.50622,             0.54508,             0.51808,             0.32269,            0.025992,            0.004939,            0.020298,           0.0044152,           0.0044152,           0.0044152
                 233,            0.031262,           0.0095228,            0.017552,             0.50736,             0.54565,             0.51864,             0.32332,            0.025987,            0.004939,            0.020287,           0.0043809,           0.0043809,           0.0043809
                 234,              0.0313,           0.0094605,            0.017614,             0.50964,             0.54476,             0.51875,             0.32345,             0.02598,           0.0049378,            0.020263,           0.0043467,           0.0043467,           0.0043467
                 235,            0.031259,           0.0095194,            0.017495,             0.50999,             0.54549,             0.51906,             0.32387,            0.025968,           0.0049375,            0.020238,           0.0043126,           0.0043126,           0.0043126
                 236,            0.030882,           0.0093917,            0.017287,             0.51118,             0.54543,              0.5212,             0.32543,            0.025964,           0.0049362,            0.020213,           0.0042785,           0.0042785,           0.0042785
                 237,            0.031041,           0.0094474,            0.017116,             0.51208,             0.54636,             0.52264,             0.32655,            0.025956,           0.0049358,            0.020198,           0.0042445,           0.0042445,           0.0042445
                 238,            0.031302,           0.0095219,            0.017815,              0.5125,              0.5492,             0.52335,             0.32683,             0.02595,            0.004935,             0.02019,           0.0042106,           0.0042106,           0.0042106
                 239,            0.030931,           0.0094685,            0.017431,              0.5156,             0.54654,             0.52475,              0.3278,            0.025942,           0.0049348,            0.020171,           0.0041768,           0.0041768,           0.0041768
                 240,            0.031096,           0.0094471,            0.017226,             0.51837,             0.54912,             0.52603,             0.32882,            0.025934,           0.0049348,            0.020149,           0.0041431,           0.0041431,           0.0041431
                 241,            0.031057,           0.0095281,            0.017393,             0.51919,             0.54818,             0.52607,             0.32919,             0.02593,           0.0049347,            0.020139,           0.0041094,           0.0041094,           0.0041094
                 242,             0.03116,           0.0093534,            0.016708,             0.52089,             0.54348,             0.52693,             0.32921,            0.025935,            0.004934,            0.020126,           0.0040759,           0.0040759,           0.0040759
                 243,            0.031206,            0.009464,            0.016687,             0.51932,             0.54886,             0.52664,              0.3295,            0.025934,           0.0049338,            0.020113,           0.0040424,           0.0040424,           0.0040424
                 244,            0.030785,           0.0093242,             0.01695,             0.52024,             0.54829,             0.52699,             0.32977,            0.025935,           0.0049324,            0.020102,            0.004009,            0.004009,            0.004009
                 245,            0.030873,           0.0094159,            0.016166,              0.5218,             0.54832,             0.52806,             0.33058,            0.025928,           0.0049314,            0.020095,           0.0039757,           0.0039757,           0.0039757
                 246,            0.031181,           0.0094381,            0.017544,             0.52245,             0.54357,             0.52879,             0.33097,            0.025919,           0.0049306,             0.02009,           0.0039425,           0.0039425,           0.0039425
                 247,            0.031062,           0.0093769,            0.017028,             0.52312,              0.5443,             0.53031,              0.3318,            0.025911,           0.0049289,            0.020088,           0.0039094,           0.0039094,           0.0039094
                 248,            0.030978,           0.0093351,            0.016942,             0.52566,             0.53922,              0.5311,             0.33194,            0.025909,           0.0049269,            0.020076,           0.0038764,           0.0038764,           0.0038764
                 249,            0.030839,           0.0093734,             0.01616,             0.52701,             0.53696,             0.53131,             0.33244,            0.025905,           0.0049259,            0.020061,           0.0038434,           0.0038434,           0.0038434
                 250,            0.030864,           0.0093422,            0.016611,              0.5259,             0.54192,             0.53218,             0.33307,            0.025889,           0.0049249,             0.02005,           0.0038106,           0.0038106,           0.0038106
                 251,            0.031008,           0.0094836,             0.01744,             0.52662,             0.54537,             0.53353,             0.33383,            0.025885,           0.0049247,            0.020039,           0.0037779,           0.0037779,           0.0037779
                 252,            0.030737,           0.0092719,             0.01642,             0.52645,             0.54861,             0.53494,             0.33457,            0.025877,           0.0049236,            0.020027,           0.0037453,           0.0037453,           0.0037453
                 253,             0.03091,           0.0092877,            0.016808,             0.52742,             0.54796,             0.53553,             0.33558,            0.025872,           0.0049229,            0.020017,           0.0037128,           0.0037128,           0.0037128
                 254,             0.03076,           0.0093534,            0.016604,             0.53632,             0.54151,             0.53583,             0.33581,             0.02586,            0.004922,            0.020012,           0.0036805,           0.0036805,           0.0036805
                 255,            0.030589,           0.0095108,            0.016346,             0.53489,             0.54194,             0.53637,             0.33641,            0.025843,           0.0049217,            0.019996,           0.0036482,           0.0036482,           0.0036482
                 256,            0.030554,           0.0093512,            0.016097,             0.53329,             0.54389,             0.53651,              0.3366,            0.025834,           0.0049208,            0.019988,            0.003616,            0.003616,            0.003616
                 257,            0.030941,           0.0093499,            0.016263,             0.53058,             0.54169,             0.53695,             0.33716,            0.025823,           0.0049191,            0.019975,            0.003584,            0.003584,            0.003584
                 258,            0.030599,           0.0092813,            0.016522,             0.52989,             0.54625,             0.53778,             0.33771,             0.02582,           0.0049179,             0.01996,           0.0035521,           0.0035521,           0.0035521
                 259,            0.030593,           0.0092059,            0.016578,             0.52853,              0.5476,             0.53899,             0.33852,            0.025803,           0.0049159,            0.019948,           0.0035203,           0.0035203,           0.0035203
                 260,            0.030814,           0.0093146,            0.016022,             0.52989,              0.5494,             0.53936,             0.33895,            0.025793,           0.0049148,            0.019942,           0.0034886,           0.0034886,           0.0034886
                 261,            0.030813,           0.0092792,            0.016363,             0.53232,             0.54818,              0.5395,             0.33909,            0.025786,           0.0049133,            0.019935,            0.003457,            0.003457,            0.003457
                 262,            0.030888,           0.0092557,             0.01589,             0.53229,             0.54721,             0.54033,             0.33975,            0.025778,           0.0049113,            0.019933,           0.0034256,           0.0034256,           0.0034256
                 263,            0.030589,            0.009266,            0.016125,              0.5302,             0.55056,             0.54171,             0.34048,            0.025778,           0.0049094,            0.019929,           0.0033943,           0.0033943,           0.0033943
                 264,            0.030325,           0.0092063,            0.016046,             0.51613,             0.55332,             0.54219,             0.34157,            0.025771,           0.0049075,            0.019913,           0.0033631,           0.0033631,           0.0033631
                 265,            0.030692,           0.0093119,            0.016553,             0.51671,             0.55236,             0.54247,             0.34238,            0.025765,           0.0049058,            0.019898,           0.0033321,           0.0033321,           0.0033321
                 266,            0.030838,           0.0092346,            0.015978,             0.51536,             0.55411,             0.54334,             0.34304,            0.025753,           0.0049041,            0.019892,           0.0033012,           0.0033012,           0.0033012
                 267,            0.030599,           0.0091252,            0.016022,             0.52034,             0.55394,             0.54428,             0.34366,            0.025745,           0.0049031,            0.019885,           0.0032704,           0.0032704,           0.0032704
                 268,            0.030537,           0.0092285,            0.016013,             0.52027,             0.55478,             0.54477,             0.34421,            0.025738,           0.0049015,            0.019894,           0.0032398,           0.0032398,           0.0032398
                 269,            0.030423,           0.0091484,            0.015638,             0.52143,             0.55555,             0.54491,              0.3442,            0.025731,           0.0049003,            0.019889,           0.0032093,           0.0032093,           0.0032093
                 270,            0.030765,           0.0092319,            0.015938,             0.52589,             0.55477,             0.54487,             0.34483,            0.025718,           0.0048987,            0.019886,            0.003179,            0.003179,            0.003179
                 271,            0.030788,           0.0091936,            0.015745,             0.54343,             0.55307,             0.54554,              0.3454,            0.025711,           0.0048972,             0.01988,           0.0031488,           0.0031488,           0.0031488
                 272,             0.03076,           0.0092144,            0.015841,             0.54778,             0.54852,             0.54608,             0.34576,            0.025702,           0.0048963,            0.019877,           0.0031187,           0.0031187,           0.0031187
                 273,            0.030749,           0.0091657,            0.016323,             0.54809,             0.54752,             0.54608,             0.34558,            0.025687,            0.004896,            0.019861,           0.0030888,           0.0030888,           0.0030888
                 274,            0.030209,            0.009261,            0.015581,             0.54841,             0.54801,             0.54501,             0.34529,            0.025677,           0.0048955,            0.019856,            0.003059,            0.003059,            0.003059
                 275,            0.030583,           0.0090484,            0.015954,             0.55878,              0.5378,             0.54465,             0.34509,            0.025676,           0.0048941,            0.019853,           0.0030294,           0.0030294,           0.0030294
                 276,            0.030431,           0.0091324,            0.015329,              0.5559,             0.54479,             0.54535,             0.34555,             0.02567,           0.0048934,            0.019853,           0.0029999,           0.0029999,           0.0029999
                 277,            0.030753,           0.0092107,            0.015443,             0.55621,              0.5459,             0.54619,             0.34602,            0.025658,            0.004893,            0.019847,           0.0029706,           0.0029706,           0.0029706
                 278,            0.030066,           0.0090536,            0.015776,             0.55161,             0.54416,             0.54683,             0.34654,            0.025647,           0.0048928,            0.019843,           0.0029415,           0.0029415,           0.0029415
                 279,            0.030314,           0.0090183,            0.015424,              0.5529,             0.54581,             0.54731,             0.34695,            0.025645,           0.0048921,            0.019841,           0.0029125,           0.0029125,           0.0029125
                 280,            0.030611,            0.009138,             0.01532,              0.5537,             0.54472,             0.54795,             0.34757,            0.025646,           0.0048913,            0.019842,           0.0028836,           0.0028836,           0.0028836
                 281,            0.030353,           0.0090787,            0.015294,             0.54915,             0.54309,             0.54841,             0.34771,            0.025638,           0.0048901,            0.019845,            0.002855,            0.002855,            0.002855
                 282,            0.030823,           0.0091553,            0.015647,             0.54903,             0.54506,             0.54902,             0.34791,            0.025633,           0.0048895,            0.019842,           0.0028265,           0.0028265,           0.0028265
                 283,            0.030093,           0.0090682,            0.015067,              0.5622,             0.54128,             0.54972,             0.34829,            0.025626,           0.0048895,            0.019836,           0.0027981,           0.0027981,           0.0027981
                 284,            0.030281,           0.0090359,            0.015238,             0.54873,             0.54624,             0.55023,             0.34886,            0.025617,           0.0048896,            0.019825,           0.0027699,           0.0027699,           0.0027699
                 285,            0.030113,           0.0090919,            0.015383,             0.54938,             0.54642,             0.55095,             0.34938,            0.025606,           0.0048889,            0.019812,           0.0027419,           0.0027419,           0.0027419
                 286,            0.030177,           0.0090456,            0.015165,             0.54798,              0.5497,              0.5514,              0.3495,            0.025592,           0.0048882,            0.019806,           0.0027141,           0.0027141,           0.0027141
                 287,            0.029981,           0.0089955,            0.014787,             0.54122,             0.55556,             0.55088,             0.34909,            0.025586,           0.0048883,            0.019811,           0.0026864,           0.0026864,           0.0026864
                 288,            0.029664,            0.009107,            0.014709,             0.55744,             0.54443,             0.55136,             0.34955,            0.025579,            0.004888,            0.019818,           0.0026589,           0.0026589,           0.0026589
                 289,            0.029648,           0.0089484,            0.014639,             0.55827,              0.5446,              0.5516,             0.34989,            0.025572,           0.0048877,            0.019821,           0.0026316,           0.0026316,           0.0026316
                 290,            0.030122,             0.00908,            0.015036,             0.54498,             0.54954,             0.55195,             0.35037,            0.025573,           0.0048875,             0.01982,           0.0026044,           0.0026044,           0.0026044
                 291,            0.029905,           0.0091027,            0.015136,             0.54572,             0.54768,             0.55275,             0.35085,            0.025576,           0.0048868,            0.019817,           0.0025775,           0.0025775,           0.0025775
                 292,            0.029958,           0.0089895,            0.014568,             0.54637,             0.54804,             0.55345,             0.35147,            0.025569,           0.0048864,            0.019805,           0.0025507,           0.0025507,           0.0025507
                 293,            0.029982,            0.008904,            0.014264,             0.54589,             0.55084,              0.5539,             0.35163,            0.025567,           0.0048865,            0.019796,           0.0025241,           0.0025241,           0.0025241
                 294,            0.029972,           0.0089791,            0.014568,             0.56165,              0.5505,             0.55541,             0.35253,            0.025564,           0.0048861,            0.019791,           0.0024977,           0.0024977,           0.0024977
                 295,            0.029787,           0.0089155,            0.014599,             0.54942,             0.55184,             0.55593,             0.35275,            0.025562,            0.004886,            0.019783,           0.0024714,           0.0024714,           0.0024714
                 296,            0.029657,           0.0091012,            0.015142,             0.55975,             0.55189,             0.55605,             0.35289,            0.025567,            0.004886,             0.01978,           0.0024454,           0.0024454,           0.0024454
                 297,            0.029708,           0.0090012,            0.014978,             0.56083,             0.55203,              0.5562,             0.35301,             0.02557,           0.0048862,            0.019782,           0.0024195,           0.0024195,           0.0024195
                 298,            0.029909,           0.0089003,            0.014568,             0.55934,             0.55712,             0.55717,             0.35348,            0.025569,           0.0048859,            0.019774,           0.0023939,           0.0023939,           0.0023939
                 299,            0.029719,           0.0088933,            0.014344,             0.55845,             0.55983,             0.55743,             0.35377,            0.025565,           0.0048856,            0.019768,           0.0023684,           0.0023684,           0.0023684
                 300,            0.030045,           0.0089807,            0.014869,             0.55894,             0.56224,             0.55881,             0.35435,            0.025563,           0.0048853,            0.019776,           0.0023431,           0.0023431,           0.0023431
                 301,            0.030084,           0.0089736,            0.014568,             0.54771,             0.56326,             0.55951,             0.35468,            0.025561,            0.004885,            0.019766,            0.002318,            0.002318,            0.002318
                 302,            0.029749,           0.0089072,            0.014509,             0.54857,             0.56343,              0.5599,             0.35531,            0.025563,           0.0048852,            0.019759,           0.0022931,           0.0022931,           0.0022931
                 303,            0.030009,           0.0089229,            0.014529,             0.55071,             0.56288,             0.55991,             0.35545,            0.025555,           0.0048851,            0.019757,           0.0022684,           0.0022684,           0.0022684
                 304,            0.029677,           0.0088855,            0.014075,             0.55102,             0.55965,             0.56007,             0.35569,            0.025547,           0.0048852,            0.019751,           0.0022439,           0.0022439,           0.0022439
                 305,            0.029511,           0.0088352,            0.013903,             0.55285,              0.5594,             0.55991,             0.35549,            0.025546,           0.0048855,            0.019745,           0.0022196,           0.0022196,           0.0022196
                 306,            0.029758,           0.0088449,            0.014409,             0.55161,             0.56039,             0.55997,             0.35555,            0.025543,           0.0048847,            0.019742,           0.0021955,           0.0021955,           0.0021955
                 307,            0.030024,           0.0089359,            0.013589,             0.56047,             0.55929,             0.56045,             0.35583,            0.025543,           0.0048849,            0.019743,           0.0021717,           0.0021717,           0.0021717
                 308,            0.029899,           0.0088556,            0.014243,             0.55807,             0.55969,             0.56065,             0.35615,            0.025544,           0.0048856,            0.019737,            0.002148,            0.002148,            0.002148
                 309,            0.029811,           0.0088938,            0.014185,             0.55839,             0.55974,             0.56075,             0.35631,            0.025542,           0.0048858,            0.019737,           0.0021245,           0.0021245,           0.0021245
                 310,            0.029436,           0.0088324,            0.013917,             0.55776,             0.56177,             0.56191,             0.35733,            0.025544,           0.0048866,            0.019739,           0.0021012,           0.0021012,           0.0021012
                 311,            0.029422,           0.0087991,            0.013755,             0.55879,              0.5611,             0.56289,             0.35858,            0.025546,           0.0048871,            0.019739,           0.0020782,           0.0020782,           0.0020782
                 312,            0.029433,            0.008825,            0.013868,             0.55911,             0.56255,             0.56289,              0.3586,            0.025542,           0.0048873,            0.019744,           0.0020553,           0.0020553,           0.0020553
                 313,            0.029401,           0.0087352,            0.013755,             0.55998,             0.56192,             0.56318,             0.35876,             0.02554,           0.0048876,            0.019752,           0.0020327,           0.0020327,           0.0020327
                 314,            0.029548,           0.0087906,            0.013616,             0.56003,             0.56182,             0.56341,             0.35855,            0.025538,           0.0048885,            0.019758,           0.0020103,           0.0020103,           0.0020103
                 315,            0.029426,           0.0088175,            0.013565,             0.55957,             0.56275,             0.56395,             0.35906,            0.025535,           0.0048886,            0.019766,           0.0019881,           0.0019881,           0.0019881
                 316,             0.02939,           0.0087167,            0.013709,             0.56025,             0.56158,             0.56452,             0.35933,            0.025536,           0.0048889,            0.019775,           0.0019661,           0.0019661,           0.0019661
                 317,            0.028893,           0.0087669,            0.013535,             0.55877,             0.56463,             0.56681,             0.36089,            0.025539,           0.0048893,            0.019777,           0.0019443,           0.0019443,           0.0019443
